Word	MorphoLexSegm	Roots
spoiling	{(spoil)}	['spoil']
spoils	{(spoil)}	['spoil']
spokane	{(spokane)}	['spokane']
spoke	{(spoke)}	['spoke']
spokes	{(spoke)}	['spoke']
sponge	{(sponge)}	['sponge']
sponged	{(sponge)}	['sponge']
sponges	{(sponge)}	['sponge']
sponsor	{(sponsor)}	['sponsor']
sponsored	{(sponsor)}	['sponsor']
sponsoring	{(sponsor)}	['sponsor']
sponsors	{(sponsor)}	['sponsor']
sponsor's	{(sponsor)}	['sponsor']
spoof	{(spoof)}	['spoof']
spook	{(spook)}	['spook']
spool	{(spool)}	['spool']
spoon	{(spoon)}	['spoon']
spooned	{(spoon)}	['spoon']
sporadic	{(sporadic)}	['sporadic']
spore	{(spor)}	['spor']
spores	{(spor)}	['spor']
sport	{(sport)}	['sport']
sporting	{(sport)}	['sport']
sports	{(sport)}	['sport']
spot	{(spot)}	['spot']
spots	{(spot)}	['spot']
spotted	{(spot)}	['spot']
spotting	{(spot)}	['spot']
spouse	{(spouse)}	['spouse']
spouses	{(spouse)}	['spouse']
spout	{(spout)}	['spout']
spouted	{(spout)}	['spout']
spouting	{(spout)}	['spout']
sprain	{(sprain)}	['sprain']
sprained	{(sprain)}	['sprain']
sprains	{(sprain)}	['sprain']
sprang	{(sprang)}	['sprang']
sprawl	{(sprawl)}	['sprawl']
sprawled	{(sprawl)}	['sprawl']
sprawling	{(sprawl)}	['sprawl']
spray	{(spray)}	['spray']
sprayed	{(spray)}	['spray']
spraying	{(spray)}	['spray']
sprays	{(spray)}	['spray']
spread	{(spread)}	['spread']
spreading	{(spread)}	['spread']
spreads	{(spread)}	['spread']
spree	{(spree)}	['spree']
sprig	{(sprig)}	['sprig']
spring	{(spring)}	['spring']
springfield	{(springfield)}	['springfield']
springing	{(spring)}	['spring']
springs	{(spring)}	['spring']
sprinkle	{(sprinkle)}	['sprinkle']
sprinkled	{(sprinkle)}	['sprinkle']
sprint	{(sprint)}	['sprint']
sprinted	{(sprint)}	['sprint']
sprite	{(sprite)}	['sprite']
sprocket	{(sprocket)}	['sprocket']
sprout	{(sprout)}	['sprout']
sprouted	{(sprout)}	['sprout']
sprouting	{(sprout)}	['sprout']
spruce	{(spruce)}	['spruce']
spruced	{(spruce)}	['spruce']
sprung	{(sprung)}	['sprung']
spry	{(spry)}	['spry']
spud	{(spud)}	['spud']
spun	{(spun)}	['spun']
spunk	{(spunk)}	['spunk']
spur	{(spur)}	['spur']
spurious	{(spurious)}	['spurious']
spurn	{(spurn)}	['spurn']
spurned	{(spurn)}	['spurn']
spurns	{(spurn)}	['spurn']
spurred	{(spur)}	['spur']
spurring	{(spur)}	['spur']
spurs	{(spur)}	['spur']
spurt	{(spurt)}	['spurt']
sputnik	{(sputnik)}	['sputnik']
sputter	{(sputter)}	['sputter']
sputtered	{(sputter)}	['sputter']
spy	{(spy)}	['spy']
spying	{(spy)}	['spy']
squab	{(squab)}	['squab']
squabble	{(squabble)}	['squabble']
squabbles	{(squabble)}	['squabble']
squad	{(squad)}	['squad']
squadron	{(squadron)}	['squadron']
squadrons	{(squadron)}	['squadron']
squads	{(squad)}	['squad']
squalid	{(squalid)}	['squalid']
squall	{(squall)}	['squall']
squalls	{(squall)}	['squall']
squalor	{(squalor)}	['squalor']
squander	{(squander)}	['squander']
squandered	{(squander)}	['squander']
square	{(square)}	['square']
squared	{(square)}	['square']
squares	{(square)}	['square']
squash	{(squash)}	['squash']
squashed	{(squash)}	['squash']
squashing	{(squash)}	['squash']
squat	{(squat)}	['squat']
squats	{(squat)}	['squat']
squatted	{(squat)}	['squat']
squatting	{(squat)}	['squat']
squaw	{(squaw)}	['squaw']
squawk	{(squawk)}	['squawk']
squeak	{(squeak)}	['squeak']
squeaked	{(squeak)}	['squeak']
squeaking	{(squeak)}	['squeak']
squeal	{(squeal)}	['squeal']
squealed	{(squeal)}	['squeal']
squealing	{(squeal)}	['squeal']
squeals	{(squeal)}	['squeal']
squeamish	{(squeamish)}	['squeamish']
squeegee	{(squeegee)}	['squeegee']
squeeze	{(squeeze)}	['squeeze']
squeezed	{(squeeze)}	['squeeze']
snoop	{(snoop)}	['snoop']
snooping	{(snoop)}	['snoop']
snooze	{(snooze)}	['snooze']
snore	{(snore)}	['snore']
snorkel	{(snorkel)}	['snorkel']
snort	{(snort)}	['snort']
snorted	{(snort)}	['snort']
snot	{(snot)}	['snot']
snout	{(snout)}	['snout']
snow	{(snow)}	['snow']
snowed	{(snow)}	['snow']
snowing	{(snow)}	['snow']
snows	{(snow)}	['snow']
snow's	{(snow)}	['snow']
snub	{(snub)}	['snub']
snubbed	{(snub)}	['snub']
snubbing	{(snub)}	['snub']
snuff	{(snuff)}	['snuff']
snuffed	{(snuff)}	['snuff']
snuffle	{(snuffle)}	['snuffle']
snug	{(snug)}	['snug']
snuggle	{(snuggle)}	['snuggle']
snuggled	{(snuggle)}	['snuggle']
so	{(so)}	['so']
soak	{(soak)}	['soak']
soaked	{(soak)}	['soak']
soaking	{(soak)}	['soak']
soap	{(soap)}	['soap']
soaps	{(soap)}	['soap']
soar	{(soar)}	['soar']
soared	{(soar)}	['soar']
soaring	{(soar)}	['soar']
sob	{(sob)}	['sob']
sobbed	{(sob)}	['sob']
sobbing	{(sob)}	['sob']
sober	{(sober)}	['sober']
sobered	{(sober)}	['sober']
sobering	{(sober)}	['sober']
sobriety	{(sobriety)}	['sobriety']
sobriquet	{(sobriquet)}	['sobriquet']
sobs	{(sob)}	['sob']
soccer	{(soccer)}	['soccer']
sock	{(sock)}	['sock']
socked	{(sock)}	['sock']
socket	{(socket)}	['socket']
sockets	{(socket)}	['socket']
socks	{(sock)}	['sock']
socrates	{(socrates)}	['socrates']
socratic	{(socratic)}	['socratic']
sod	{(sod)}	['sod']
soda	{(soda)}	['soda']
sodden	{(sodden)}	['sodden']
sodium	{(sodium)}	['sodium']
sofa	{(sofa)}	['sofa']
sofas	{(sofa)}	['sofa']
soft	{(soft)}	['soft']
soggy	{(soggy)}	['soggy']
soil	{(soil)}	['soil']
soiled	{(soil)}	['soil']
soils	{(soil)}	['soil']
soiree	{(soiree)}	['soiree']
soirees	{(soiree)}	['soiree']
solace	{(solace)}	['solace']
solaced	{(solace)}	['solace']
sold	{(sold)}	['sold']
solder	{(solder)}	['solder']
soldered	{(solder)}	['solder']
soldering	{(solder)}	['solder']
soldier	{(soldier)}	['soldier']
soldiering	{(soldier)}	['soldier']
soldiers	{(soldier)}	['soldier']
soldier's	{(soldier)}	['soldier']
sole	{(sole)}	['sole']
solemn	{(solemn)}	['solemn']
solenoid	{(solenoid)}	['solenoid']
soles	{(sole)}	['sole']
solicit	{(solicit)}	['solicit']
solicited	{(solicit)}	['solicit']
soliciting	{(solicit)}	['solicit']
solicits	{(solicit)}	['solicit']
solid	{(solid)}	['solid']
solids	{(solid)}	['solid']
solipsism	{(solipsism)}	['solipsism']
solo	{(solo)}	['solo']
solomon	{(solomon)}	['solomon']
solomon's	{(solomon)}	['solomon']
solos	{(solo)}	['solo']
solstice	{(solstice)}	['solstice']
soluble	{(soluble)}	['soluble']
solve	{(solve)}	['solve']
solved	{(solve)}	['solve']
solves	{(solve)}	['solve']
somalia	{(somalia)}	['somalia']
somber	{(somber)}	['somber']
sombrero	{(sombrero)}	['sombrero']
some	{(some)}	['some']
somersault	{(somersault)}	['somersault']
somersaulting	{(somersault)}	['somersault']
somersaults	{(somersault)}	['somersault']
somerset	{(somerset)}	['somerset']
sonata	{(sonata)}	['sonata']
sonatas	{(sonata)}	['sonata']
song	{(song)}	['song']
songs	{(song)}	['song']
song's	{(song)}	['song']
sonnet	{(sonnet)}	['sonnet']
sonnets	{(sonnet)}	['sonnet']
sonoma	{(sonoma)}	['sonoma']
soon	{(soon)}	['soon']
soot	{(soot)}	['soot']
soothe	{(soothe)}	['soothe']
soothed	{(soothe)}	['soothe']
sop	{(sop)}	['sop']
sophia	{(sophia)}	['sophia']
sophia's	{(sophia)}	['sophia']
sophie	{(sophie)}	['sophie']
sophocles	{(sophocles)}	['sophocles']
sophomore	{(sophomore)}	['sophomore']
sophomores	{(sophomore)}	['sophomore']
sopping	{(sop)}	['sop']
soprano	{(soprano)}	['soprano']
sopranos	{(soprano)}	['soprano']
sops	{(sop)}	['sop']
sorbet	{(sorbet)}	['sorbet']
sordid	{(sordid)}	['sordid']
sore	{(sore)}	['sore']
sores	{(sore)}	['sore']
sorghum	{(sorghum)}	['sorghum']
sororities	{(sororitie)}	['sororitie']
sorority	{(sorority)}	['sorority']
sorrow	{(sorrow)}	['sorrow']
sorrows	{(sorrow)}	['sorrow']
sorry	{(sorry)}	['sorry']
sort	{(sort)}	['sort']
sorted	{(sort)}	['sort']
sortie	{(sortie)}	['sortie']
sorting	{(sort)}	['sort']
sorts	{(sort)}	['sort']
souffle	{(souffle)}	['souffle']
sought	{(sought)}	['sought']
soul	{(soul)}	['soul']
souls	{(soul)}	['soul']
soul's	{(soul)}	['soul']
sound	{(sound)}	['sound']
sounded	{(sound)}	['sound']
sounding	{(sound)}	['sound']
sounds	{(sound)}	['sound']
soup	{(soup)}	['soup']
sour	{(sour)}	['sour']
source	{(source)}	['source']
sources	{(source)}	['source']
sours	{(sour)}	['sour']
south	{(south)}	['south']
southampton	{(southampton)}	['southampton']
souvenir	{(souvenir)}	['souvenir']
souvenirs	{(souvenir)}	['souvenir']
sovereign	{(sovereign)}	['sovereign']
sovereigns	{(sovereign)}	['sovereign']
soviet	{(soviet)}	['soviet']
soviets	{(soviet)}	['soviet']
soviet's	{(soviet)}	['soviet']
sow	{(sow)}	['sow']
sowing	{(sow)}	['sow']
soy	{(soy)}	['soy']
spa	{(spa)}	['spa']
space	{(space)}	['space']
spaced	{(space)}	['space']
spaces	{(space)}	['space']
spade	{(spade)}	['spade']
spades	{(spade)}	['spade']
spaghetti	{(spaghetti)}	['spaghetti']
spain	{(spain)}	['spain']
spake	{(spake)}	['spake']
spalding	{(spalding)}	['spalding']
spam	{(spam)}	['spam']
spangle	{(spangle)}	['spangle']
spangled	{(spangle)}	['spangle']
spaniel	{(spaniel)}	['spaniel']
spaniel's	{(spaniel)}	['spaniel']
spank	{(spank)}	['spank']
spanner	{(spanner)}	['spanner']
spar	{(spar)}	['spar']
spare	{(spare)}	['spare']
spared	{(spare)}	['spare']
spares	{(spare)}	['spare']
spark	{(spark)}	['spark']
sparked	{(spark)}	['spark']
sparkle	{(sparkle)}	['sparkle']
sparkled	{(sparkle)}	['sparkle']
sparkles	{(sparkle)}	['sparkle']
skull	{(skull)}	['skull']
skulls	{(skull)}	['skull']
skunk	{(skunk)}	['skunk']
skunks	{(skunk)}	['skunk']
sky	{(sky)}	['sky']
sky's	{(sky)}	['sky']
skyway	{(skyway)}	['skyway']
slab	{(slab)}	['slab']
slack	{(slack)}	['slack']
slacking	{(slack)}	['slack']
slacks	{(slack)}	['slack']
slag	{(slag)}	['slag']
slake	{(slake)}	['slake']
slaked	{(slake)}	['slake']
slalom	{(slalom)}	['slalom']
slam	{(slam)}	['slam']
slammed	{(slam)}	['slam']
slamming	{(slam)}	['slam']
slander	{(slander)}	['slander']
slanders	{(slander)}	['slander']
slang	{(slang)}	['slang']
slant	{(slant)}	['slant']
slanted	{(slant)}	['slant']
slanting	{(slant)}	['slant']
slants	{(slant)}	['slant']
slap	{(slap)}	['slap']
slapped	{(slap)}	['slap']
slapping	{(slap)}	['slap']
slaps	{(slap)}	['slap']
slash	{(slash)}	['slash']
slashed	{(slash)}	['slash']
slashes	{(slash)}	['slash']
slashing	{(slash)}	['slash']
slat	{(slat)}	['slat']
slate	{(slate)}	['slate']
slated	{(slate)}	['slate']
slats	{(slat)}	['slat']
slatted	{(slat)}	['slat']
slaughter	{(slaughter)}	['slaughter']
slaughtered	{(slaughter)}	['slaughter']
slaughtering	{(slaughter)}	['slaughter']
slav	{(slav)}	['slav']
slave	{(slave)}	['slave']
slaver	{(slaver)}	['slaver']
slavered	{(slaver)}	['slaver']
slaves	{(slave)}	['slave']
slave's	{(slave)}	['slave']
slavs	{(slav)}	['slav']
slaw	{(slaw)}	['slaw']
slay	{(slay)}	['slay']
slaying	{(slay)}	['slay']
sled	{(sled)}	['sled']
sledding	{(sled)}	['sled']
sledge	{(sledge)}	['sledge']
sleek	{(sleek)}	['sleek']
sleep	{(sleep)}	['sleep']
sleeping	{(sleep)}	['sleep']
sleeps	{(sleep)}	['sleep']
sleet	{(sleet)}	['sleet']
sleeve	{(sleeve)}	['sleeve']
sleeves	{(sleeve)}	['sleeve']
sleigh	{(sleigh)}	['sleigh']
sleight	{(sleight)}	['sleight']
slender	{(slender)}	['slender']
slept	{(slept)}	['slept']
sleuth	{(sleuth)}	['sleuth']
sleuthing	{(sleuth)}	['sleuth']
slew	{(slew)}	['slew']
slice	{(slice)}	['slice']
sliced	{(slice)}	['slice']
slices	{(slice)}	['slice']
slick	{(slick)}	['slick']
slid	{(slid)}	['slid']
slide	{(slide)}	['slide']
slides	{(slide)}	['slide']
slight	{(slight)}	['slight']
slights	{(slight)}	['slight']
slim	{(slim)}	['slim']
slime	{(slime)}	['slime']
slimed	{(slime)}	['slime']
sling	{(sling)}	['sling']
slinging	{(sling)}	['sling']
slings	{(sling)}	['sling']
slink	{(slink)}	['slink']
slip	{(slip)}	['slip']
slipped	{(slip)}	['slip']
slipping	{(slip)}	['slip']
slips	{(slip)}	['slip']
slit	{(slit)}	['slit']
slither	{(slither)}	['slither']
slits	{(slit)}	['slit']
sliver	{(sliver)}	['sliver']
sloan	{(sloan)}	['sloan']
slob	{(slob)}	['slob']
slobber	{(slobber)}	['slobber']
sloe	{(sloe)}	['sloe']
slogan	{(slogan)}	['slogan']
slogans	{(slogan)}	['slogan']
sloop	{(sloop)}	['sloop']
slop	{(slop)}	['slop']
slope	{(slope)}	['slope']
slopes	{(slope)}	['slope']
slope's	{(slope)}	['slope']
slopped	{(slop)}	['slop']
slopping	{(slop)}	['slop']
slosh	{(slosh)}	['slosh']
sloshed	{(slosh)}	['slosh']
slot	{(slot)}	['slot']
sloth	{(sloth)}	['sloth']
slots	{(slot)}	['slot']
slotted	{(slot)}	['slot']
slouch	{(slouch)}	['slouch']
slouches	{(slouch)}	['slouch']
slough	{(slough)}	['slough']
slovak	{(slovak)}	['slovak']
sloven	{(sloven)}	['sloven']
slovenia	{(slovenia)}	['slovenia']
slow	{(slow)}	['slow']
slowed	{(slow)}	['slow']
slowing	{(slow)}	['slow']
sludge	{(sludge)}	['sludge']
slug	{(slug)}	['slug']
sluggard	{(sluggard)}	['sluggard']
slugged	{(slug)}	['slug']
slugging	{(slug)}	['slug']
slugs	{(slug)}	['slug']
sluice	{(sluice)}	['sluice']
sluiced	{(sluice)}	['sluice']
sluices	{(sluice)}	['sluice']
slum	{(slum)}	['slum']
slumber	{(slumber)}	['slumber']
slumbered	{(slumber)}	['slumber']
slumming	{(slum)}	['slum']
slump	{(slump)}	['slump']
slumped	{(slump)}	['slump']
slums	{(slum)}	['slum']
slung	{(slung)}	['slung']
slur	{(slur)}	['slur']
slurp	{(slurp)}	['slurp']
slurped	{(slurp)}	['slurp']
slush	{(slush)}	['slush']
slut	{(slut)}	['slut']
sly	{(sly)}	['sly']
smack	{(smack)}	['smack']
smacked	{(smack)}	['smack']
smacks	{(smack)}	['smack']
small	{(small)}	['small']
smart	{(smart)}	['smart']
smarted	{(smart)}	['smart']
smash	{(smash)}	['smash']
smashed	{(smash)}	['smash']
smashing	{(smash)}	['smash']
smatterings	{(smatter)}	['smatter']
smear	{(smear)}	['smear']
smeared	{(smear)}	['smear']
smell	{(smell)}	['smell']
smelled	{(smell)}	['smell']
smelling	{(smell)}	['smell']
smells	{(smell)}	['smell']
smelt	{(smelt)}	['smelt']
smelts	{(smelt)}	['smelt']
smile	{(smile)}	['smile']
smiled	{(smile)}	['smile']
smiles	{(smile)}	['smile']
smirch	{(smirch)}	['smirch']
smirk	{(smirk)}	['smirk']
smirked	{(smirk)}	['smirk']
smite	{(smite)}	['smite']
smith	{(smith)}	['smith']
smithereens	{(smithereens)}	['smithereens']
smith's	{(smith)}	['smith']
smock	{(smock)}	['smock']
smocking	{(smock)}	['smock']
smog	{(smog)}	['smog']
smoke	{(smoke)}	['smoke']
smoked	{(smoke)}	['smoke']
smokes	{(smoke)}	['smoke']
smoldered	{(smolder)}	['smolder']
smoldering	{(smolder)}	['smolder']
smolders	{(smolder)}	['smolder']
smooch	{(smooch)}	['smooch']
smooching	{(smooch)}	['smooch']
smooth	{(smooth)}	['smooth']
smoothed	{(smooth)}	['smooth']
smoothing	{(smooth)}	['smooth']
smorgasbord	{(smorgasbord)}	['smorgasbord']
smote	{(smote)}	['smote']
smother	{(smother)}	['smother']
smothered	{(smother)}	['smother']
smothering	{(smother)}	['smother']
smoulder	{(smoulder)}	['smoulder']
smudge	{(smudge)}	['smudge']
smudged	{(smudge)}	['smudge']
smug	{(smug)}	['smug']
smuggle	{(smuggle)}	['smuggle']
smuggled	{(smuggle)}	['smuggle']
smut	{(smut)}	['smut']
snack	{(snack)}	['snack']
snacks	{(snack)}	['snack']
snag	{(snag)}	['snag']
snags	{(snag)}	['snag']
snail	{(snail)}	['snail']
snails	{(snail)}	['snail']
snail's	{(snail)}	['snail']
snake	{(snake)}	['snake']
snaked	{(snake)}	['snake']
snakes	{(snake)}	['snake']
snap	{(snap)}	['snap']
snapped	{(snap)}	['snap']
snapping	{(snap)}	['snap']
snare	{(snare)}	['snare']
snared	{(snare)}	['snare']
snarl	{(snarl)}	['snarl']
snarled	{(snarl)}	['snarl']
snarling	{(snarl)}	['snarl']
snatch	{(snatch)}	['snatch']
snatched	{(snatch)}	['snatch']
snatches	{(snatch)}	['snatch']
snatching	{(snatch)}	['snatch']
snazzy	{(snazzy)}	['snazzy']
sneak	{(sneak)}	['sneak']
sneaked	{(sneak)}	['sneak']
sneaking	{(sneak)}	['sneak']
sneaks	{(sneak)}	['sneak']
sneer	{(sneer)}	['sneer']
sneered	{(sneer)}	['sneer']
sneering	{(sneer)}	['sneer']
sneers	{(sneer)}	['sneer']
sneeze	{(sneeze)}	['sneeze']
sneezed	{(sneeze)}	['sneeze']
snick	{(snick)}	['snick']
snicker	{(snicker)}	['snicker']
snickered	{(snicker)}	['snicker']
snide	{(snide)}	['snide']
sniff	{(sniff)}	['sniff']
sniffed	{(sniff)}	['sniff']
sniffing	{(sniff)}	['sniff']
sniffle	{(sniffle)}	['sniffle']
snip	{(snip)}	['snip']
snipe	{(snipe)}	['snipe']
snips	{(snip)}	['snip']
snitch	{(snitch)}	['snitch']
snivel	{(snivel)}	['snivel']
snivelings	{(snivel)}	['snivel']
snivelling	{(snivel)}	['snivel']
snob	{(snob)}	['snob']
snobs	{(snob)}	['snob']
snook	{(snook)}	['snook']
shudder	{(shudder)}	['shudder']
shuddered	{(shudder)}	['shudder']
shuddering	{(shudder)}	['shudder']
shuffle	{(shuffle)}	['shuffle']
shuffled	{(shuffle)}	['shuffle']
shun	{(shun)}	['shun']
shunned	{(shun)}	['shun']
shunning	{(shun)}	['shun']
shuns	{(shun)}	['shun']
shunt	{(shunt)}	['shunt']
shunted	{(shunt)}	['shunt']
shunts	{(shunt)}	['shunt']
shush	{(shush)}	['shush']
shut	{(shut)}	['shut']
shuts	{(shut)}	['shut']
shutting	{(shut)}	['shut']
shuttle	{(shuttle)}	['shuttle']
shuttled	{(shuttle)}	['shuttle']
shy	{(shy)}	['shy']
siberia	{(siberia)}	['siberia']
sibling	{(sibling)}	['sibling']
sibyls	{(sibyl)}	['sibyl']
sic	{(sic)}	['sic']
sicily	{(sicily)}	['sicily']
sick	{(sick)}	['sick']
sickle	{(sickle)}	['sickle']
side	{(side)}	['side']
sided	{(side)}	['side']
sides	{(side)}	['side']
side's	{(side)}	['side']
sidle	{(sidle)}	['sidle']
sidled	{(sidle)}	['sidle']
sidney	{(sidney)}	['sidney']
sidney's	{(sidney)}	['sidney']
siege	{(siege)}	['siege']
siegfried	{(siegfried)}	['siegfried']
sienna	{(sienna)}	['sienna']
sierra	{(sierra)}	['sierra']
sierras	{(sierra)}	['sierra']
siesta	{(siesta)}	['siesta']
sieve	{(sieve)}	['sieve']
sift	{(sift)}	['sift']
sifted	{(sift)}	['sift']
sifting	{(sift)}	['sift']
sigh	{(sigh)}	['sigh']
sighed	{(sigh)}	['sigh']
sighing	{(sigh)}	['sigh']
sighs	{(sigh)}	['sigh']
sight	{(sight)}	['sight']
sighted	{(sight)}	['sight']
sighting	{(sight)}	['sight']
sights	{(sight)}	['sight']
sigma	{(sigma)}	['sigma']
sigmund	{(sigmund)}	['sigmund']
sign	{(sign)}	['sign']
signed	{(sign)}	['sign']
signing	{(sign)}	['sign']
signor	{(signor)}	['signor']
signs	{(sign)}	['sign']
sikh	{(sikh)}	['sikh']
silage	{(silage)}	['silage']
silence	{(silence)}	['silence']
silenced	{(silence)}	['silence']
silences	{(silence)}	['silence']
silent	{(silent)}	['silent']
silhouette	{(silhouette)}	['silhouette']
silhouetted	{(silhouette)}	['silhouette']
silhouettes	{(silhouette)}	['silhouette']
silk	{(silk)}	['silk']
sill	{(sill)}	['sill']
silly	{(silly)}	['silly']
silo	{(silo)}	['silo']
silos	{(silo)}	['silo']
silt	{(silt)}	['silt']
silver	{(silver)}	['silver']
silvers	{(silver)}	['silver']
simian	{(simian)}	['simian']
simile	{(simile)}	['simile']
simmer	{(simmer)}	['simmer']
simmered	{(simmer)}	['simmer']
simmons	{(simmons)}	['simmons']
simon	{(simon)}	['simon']
simon's	{(simon)}	['simon']
simple	{(simple)}	['simple']
simples	{(simple)}	['simple']
simpleton	{(simpleton)}	['simpleton']
simplex	{(simple)}	['simple']
simpson	{(simpson)}	['simpson']
simpson's	{(simpson)}	['simpson']
sin	{(sin)}	['sin']
sinatra	{(sinatra)}	['sinatra']
since	{(since)}	['since']
sincere	{(sincere)}	['sincere']
sine	{(sine)}	['sine']
sinew	{(sinew)}	['sinew']
sinews	{(sinew)}	['sinew']
sing	{(sing)}	['sing']
singapore	{(singapore)}	['singapore']
singe	{(singe)}	['singe']
singed	{(singe)}	['singe']
singing	{(sing)}	['sing']
single	{(single)}	['single']
singled	{(single)}	['single']
singles	{(single)}	['single']
singleton	{(singleton)}	['singleton']
sings	{(sing)}	['sing']
sinister	{(sinister)}	['sinister']
sink	{(sink)}	['sink']
sinking	{(sink)}	['sink']
sinned	{(sin)}	['sin']
sinning	{(sin)}	['sin']
sins	{(sin)}	['sin']
sinuous	{(sinuous)}	['sinuous']
sinus	{(sinus)}	['sinus']
sinuses	{(sinus)}	['sinus']
sioux	{(sioux)}	['sioux']
sip	{(sip)}	['sip']
siphon	{(siphon)}	['siphon']
siphoned	{(siphon)}	['siphon']
sipped	{(sip)}	['sip']
sipping	{(sip)}	['sip']
sir	{(sir)}	['sir']
sire	{(sire)}	['sire']
sired	{(sire)}	['sire']
siren	{(siren)}	['siren']
sirens	{(siren)}	['siren']
sirs	{(sir)}	['sir']
sis	{(sis)}	['sis']
sissy	{(sissy)}	['sissy']
sister	{(sister)}	['sister']
sisters	{(sister)}	['sister']
sister's	{(sister)}	['sister']
sistine	{(sistine)}	['sistine']
sit	{(sit)}	['sit']
site	{(site)}	['site']
sites	{(site)}	['site']
sits	{(sit)}	['sit']
sitting	{(sit)}	['sit']
sittings	{(sit)}	['sit']
situate	{(situate)}	['situate']
situated	{(situate)}	['situate']
six	{(six)}	['six']
size	{(size)}	['size']
sized	{(size)}	['size']
sizes	{(size)}	['size']
sizzle	{(sizzle)}	['sizzle']
sizzled	{(sizzle)}	['sizzle']
skate	{(skate)}	['skate']
skates	{(skate)}	['skate']
skedaddle	{(skedaddle)}	['skedaddle']
skeet	{(skeet)}	['skeet']
skein	{(skein)}	['skein']
skeletal	{(skeletal)}	['skeletal']
skeleton	{(skeleton)}	['skeleton']
skeletons	{(skeleton)}	['skeleton']
skeptics	{(skeptic)}	['skeptic']
sketch	{(sketch)}	['sketch']
sketched	{(sketch)}	['sketch']
sketches	{(sketch)}	['sketch']
sketching	{(sketch)}	['sketch']
